date,store,category,units_sold,revenue,temperature_c
2026-03-10,Riverside,Produce,47.0,94.0,15.7
2026-03-17,Uptown,Ice Cream,62.0,279.0,17.4
2026-02-23,Riverside,Produce,61.0,122.0,15.3
2026-01-24,Downtown,Ice Cream,30.0,135.0,9.4
2026-01-05,Riverside,Ice Cream,22.0,99.0,3.2
2026-03-06,Riverside,Snacks,87.0,261.0,18.5
2026-02-26,Riverside,Produce,43.0,86.0,9.3
2026-01-01,Downtown,Ice Cream,47.0,211.5,6.5
2026-01-04,Riverside,Snacks,95.0,285.0,1.9
2026-02-05,Riverside,Bakery,54.0,189.0,12.3
2026-03-29,Suburb Mall,Bakery,92.0,322.0,23.7
2026-02-27,Suburb Mall,Bakery,65.0,227.5,16.2
2026-03-17,Suburb Mall,Snacks,98.0,294.0,17.4
2026-02-24,Uptown,Produce,59.0,118.0,13.3
2026-02-11,Riverside,Bakery,90.0,315.0,7.3
2026-01-15,Riverside,Bakery,75.0,262.5,8.4
2026-03-21,Suburb Mall,Beverages,121.0,302.5,21.6
2026-02-15,Suburb Mall,Bakery,68.0,238.0,9.3
2026-02-10,Downtown,Ice Cream,49.0,220.5,11.5
2026-01-16,Uptown,Produce,44.0,88.0,7.6
2026-03-23,Suburb Mall,Beverages,127.0,317.5,20.0
2026-03-22,Uptown,Ice Cream,71.0,319.5,19.5
2026-03-10,Uptown,Ice Cream,54.0,243.0,15.7
2026-02-08,Suburb Mall,Produce,61.0,122.0,11.4
2026-02-09,Suburb Mall,Bakery,84.0,294.0,14.7
2026-03-30,Suburb Mall,Bakery,89.0,311.5,22.6
2026-02-02,Riverside,Beverages,125.0,312.5,9.3
2026-02-19,Riverside,Beverages,140.0,350.0,10.1
2026-02-24,Suburb Mall,Snacks,65.0,195.0,13.3
2026-01-18,Riverside,Bakery,74.0,259.0,7.0
2026-01-28,Suburb Mall,Snacks,90.0,270.0,6.5
2026-01-03,Downtown,Beverages,113.0,282.5,5.0
2026-03-03,Uptown,Snacks,79.0,237.0,14.7
2026-01-01,Riverside,Snacks,91.0,273.0,6.5
2026-01-04,Downtown,Bakery,77.0,269.5,1.9
2026-01-29,Suburb Mall,Beverages,126.0,315.0,12.2
2026-01-21,Riverside,Bakery,90.0,315.0,14.5
2026-02-01,Riverside,Ice Cream,41.0,184.5,13.5
2026-02-27,Suburb Mall,Produce,66.0,132.0,16.2
2026-02-28,Downtown,Bakery,78.0,273.0,12.2
2026-03-20,Uptown,Produce,81.0,162.0,24.2
2026-01-21,Uptown,Produce,48.0,96.0,14.5
2026-03-04,Downtown,Produce,62.0,124.0,14.8
2026-02-03,Riverside,Ice Cream,31.0,139.5,12.3
2026-03-05,Downtown,Beverages,124.0,310.0,17.0
2026-02-27,Uptown,Beverages,129.0,322.5,16.2
2026-01-10,Riverside,Snacks,92.0,276.0,2.0
2026-02-01,Riverside,Beverages,121.0,302.5,13.5
2026-01-20,Riverside,Ice Cream,27.0,121.5,11.9
2026-03-22,Suburb Mall,Snacks,86.0,258.0,19.5
2026-01-01,Suburb Mall,Beverages,106.0,265.0,6.5
2026-03-20,Riverside,Bakery,,276.5,24.2
2026-01-30,Riverside,Bakery,,308.0,14.3
2026-01-25,Suburb Mall,Snacks,95.0,285.0,7.0
2026-01-13,Uptown,Bakery,70.0,245.0,13.4
2026-02-21,Uptown,Ice Cream,64.0,288.0,14.9
2026-03-18,Downtown,Snacks,94.0,282.0,19.5
2026-03-10,Downtown,Ice Cream,66.0,297.0,15.7
2026-02-20,Uptown,Ice Cream,51.0,229.5,11.5
2026-02-09,Downtown,Beverages,116.0,290.0,14.7
2026-03-25,Riverside,Snacks,112.0,336.0,22.3
2026-02-02,Riverside,Ice Cream,46.0,207.0,9.3
2026-03-17,Downtown,Snacks,107.0,321.0,17.4
2026-02-17,Riverside,Bakery,83.0,290.5,15.5
2026-02-14,Riverside,Snacks,80.0,240.0,15.9
2026-03-25,Riverside,Bakery,87.0,304.5,22.3
2026-02-15,Downtown,Ice Cream,37.0,166.5,9.3
2026-01-27,Suburb Mall,Beverages,131.0,327.5,11.1
2026-03-25,Downtown,Produce,68.0,136.0,22.3
2026-01-19,Uptown,Snacks,94.0,282.0,14.6
2026-03-20,Downtown,Beverages,114.0,285.0,24.2
2026-01-24,Suburb Mall,Produce,66.0,132.0,9.4
2026-02-20,Downtown,Beverages,125.0,312.5,11.5
2026-03-14,Downtown,Bakery,90.0,315.0,14.8
2026-02-06,Riverside,Ice Cream,69.0,310.5,12.5
2026-01-07,Uptown,Ice Cream,7.0,31.5,3.0
2026-01-14,Suburb Mall,Ice Cream,25.0,112.5,7.2
2026-03-19,Riverside,Produce,55.0,110.0,15.6
2026-02-10,Uptown,Beverages,124.0,310.0,11.5
2026-01-20,Downtown,Beverages,101.0,252.5,11.9
2026-03-02,Riverside,Ice Cream,56.0,252.0,16.7
2026-03-14,Uptown,Ice Cream,69.0,310.5,14.8
2026-02-06,Riverside,Snacks,83.0,249.0,12.5
2026-01-12,Uptown,Ice Cream,42.0,189.0,7.5
2026-02-03,Suburb Mall,Snacks,93.0,279.0,12.3
2026-02-23,Downtown,Snacks,97.0,291.0,15.3
2026-03-10,Suburb Mall,Bakery,79.0,276.5,15.7
2026-02-03,Downtown,Produce,72.0,144.0,12.3
2026-01-22,Downtown,Beverages,94.0,235.0,8.4
2026-03-14,Riverside,Ice Cream,67.0,301.5,14.8
2026-01-27,Downtown,Snacks,95.0,285.0,11.1
2026-01-26,Uptown,Produce,57.0,114.0,3.8
2026-02-26,Riverside,Beverages,116.0,290.0,9.3
2026-01-27,Uptown,Snacks,93.0,279.0,11.1
2026-02-09,Suburb Mall,Produce,59.0,,14.7
2026-02-12,Riverside,Bakery,68.0,238.0,10.5
2026-01-20,Uptown,Beverages,128.0,320.0,11.9
2026-03-07,Suburb Mall,Beverages,116.0,290.0,15.4
2026-02-16,Uptown,Snacks,82.0,246.0,10.6
2026-02-13,Suburb Mall,Bakery,74.0,259.0,16.0
2026-02-08,Uptown,Ice Cream,46.0,207.0,11.4
2026-01-22,Suburb Mall,Ice Cream,20.0,90.0,8.4
2026-01-28,Uptown,Ice Cream,2.0,9.0,6.5
2026-03-28,Riverside,Produce,65.0,130.0,20.1
2026-01-27,Uptown,Ice Cream,47.0,211.5,11.1
2026-03-06,Suburb Mall,Ice Cream,66.0,297.0,18.5
2026-03-11,Uptown,Produce,71.0,142.0,16.6
2026-03-27,Downtown,Bakery,88.0,308.0,14.8
2026-02-18,Uptown,Bakery,67.0,234.5,16.1
2026-03-25,Uptown,Beverages,138.0,345.0,22.3
2026-03-28,Uptown,Bakery,64.0,224.0,20.1
2026-02-05,Suburb Mall,Snacks,79.0,237.0,12.3
2026-02-13,Suburb Mall,Produce,54.0,108.0,16.0
2026-01-07,Downtown,Beverages,,272.5,3.0
2026-02-25,Suburb Mall,Snacks,94.0,282.0,17.2
2026-03-15,Downtown,Snacks,74.0,222.0,16.7
2026-03-02,Suburb Mall,Beverages,,377.5,16.7
2026-02-03,Riverside,Produce,36.0,72.0,12.3
2026-02-25,Riverside,Beverages,140.0,350.0,17.2
2026-01-17,Downtown,Ice Cream,18.0,81.0,5.2
2026-01-09,Riverside,Ice Cream,16.0,72.0,5.6
2026-03-04,Uptown,Produce,79.0,158.0,14.8
2026-02-15,Downtown,Snacks,81.0,243.0,9.3
2026-03-10,Riverside,Snacks,100.0,300.0,15.7
2026-03-17,Uptown,Produce,72.0,144.0,17.4
2026-03-15,Downtown,Beverages,117.0,292.5,16.7
2026-01-13,Uptown,Ice Cream,39.0,175.5,13.4
2026-01-22,Suburb Mall,Beverages,106.0,265.0,8.4
2026-01-04,Suburb Mall,Bakery,83.0,290.5,1.9
2026-03-13,Suburb Mall,Produce,64.0,128.0,24.5
2026-03-10,Downtown,Snacks,96.0,288.0,15.7
2026-01-08,Suburb Mall,Beverages,106.0,265.0,2.2
2026-02-07,Riverside,Snacks,70.0,210.0,10.4
2026-01-23,Suburb Mall,Snacks,101.0,303.0,6.6
2026-03-09,Uptown,Produce,68.0,136.0,20.7
2026-02-19,Downtown,Snacks,70.0,210.0,10.1
2026-02-28,Riverside,Bakery,70.0,245.0,12.2
2026-01-31,Suburb Mall,Ice Cream,21.0,94.5,4.9
2026-02-04,Riverside,Beverages,118.0,295.0,10.6
2026-01-23,Downtown,Ice Cream,27.0,121.5,6.6
2026-03-25,Suburb Mall,Bakery,77.0,269.5,22.3
2026-03-18,Riverside,Beverages,144.0,360.0,19.5
2026-01-09,Uptown,Ice Cream,26.0,117.0,5.6
2026-01-01,Suburb Mall,Produce,75.0,150.0,6.5
2026-01-20,Riverside,Snacks,77.0,231.0,11.9
2026-03-03,Downtown,Snacks,103.0,309.0,14.7
2026-01-17,Riverside,Ice Cream,23.0,,5.2
2026-01-03,Downtown,Produce,70.0,140.0,5.0
2026-02-20,Riverside,Produce,47.0,94.0,11.5
2026-03-25,Downtown,Snacks,99.0,297.0,22.3
2026-01-10,Riverside,Bakery,78.0,273.0,2.0
2026-02-18,Riverside,Snacks,99.0,297.0,16.1
2026-02-03,Downtown,Beverages,128.0,320.0,12.3
2026-03-19,Suburb Mall,Produce,67.0,134.0,15.6
2026-01-12,Suburb Mall,Produce,69.0,138.0,7.5
2026-02-18,Suburb Mall,Produce,70.0,140.0,16.1
2026-01-02,Riverside,Bakery,52.0,182.0,4.5
2026-02-23,Uptown,Ice Cream,70.0,315.0,15.3
2026-02-05,Riverside,Ice Cream,39.0,175.5,12.3
2026-01-24,Uptown,Bakery,70.0,245.0,9.4
2026-01-15,Riverside,Ice Cream,28.0,126.0,8.4
2026-01-15,Riverside,Beverages,120.0,300.0,8.4
2026-01-18,Uptown,Beverages,123.0,307.5,7.0
2026-03-13,Uptown,Bakery,86.0,301.0,24.5
2026-02-05,Uptown,Beverages,105.0,262.5,12.3
2026-02-02,Uptown,Beverages,130.0,325.0,9.3
2026-01-20,Suburb Mall,Produce,61.0,122.0,11.9
2026-03-24,Downtown,Ice Cream,85.0,382.5,20.9
2026-03-27,Riverside,Produce,85.0,170.0,14.8
2026-01-04,Suburb Mall,Produce,49.0,98.0,1.9
2026-02-06,Uptown,Ice Cream,61.0,274.5,12.5
2026-01-02,Downtown,Beverages,118.0,295.0,4.5
2026-02-17,Suburb Mall,Snacks,101.0,303.0,15.5
2026-03-20,Riverside,Beverages,158.0,395.0,24.2
2026-03-09,Suburb Mall,Ice Cream,48.0,,20.7
2026-03-29,Downtown,Snacks,97.0,291.0,23.7
2026-03-24,Downtown,Beverages,132.0,330.0,20.9
2026-02-19,Suburb Mall,Ice Cream,21.0,94.5,10.1
2026-03-12,Downtown,Bakery,65.0,227.5,20.3
2026-03-22,Downtown,Ice Cream,72.0,324.0,19.5
2026-02-16,Uptown,Bakery,47.0,164.5,10.6
2026-01-12,Suburb Mall,Bakery,53.0,185.5,7.5
2026-01-29,Suburb Mall,Bakery,56.0,196.0,12.2
2026-02-12,Suburb Mall,Beverages,134.0,335.0,10.5
2026-01-08,Riverside,Beverages,101.0,252.5,2.2
2026-02-13,Riverside,Produce,57.0,114.0,16.0
2026-03-18,Uptown,Ice Cream,62.0,279.0,19.5
2026-02-04,Suburb Mall,Bakery,49.0,171.5,10.6
2026-02-01,Downtown,Produce,61.0,122.0,13.5
2026-03-14,Suburb Mall,Ice Cream,56.0,252.0,14.8
2026-03-28,Suburb Mall,Produce,51.0,102.0,20.1
2026-03-07,Uptown,Produce,60.0,120.0,15.4
2026-03-23,Uptown,Bakery,88.0,308.0,20.0
2026-01-17,Riverside,Beverages,,250.0,5.2
2026-03-02,Suburb Mall,Bakery,69.0,241.5,16.7
2026-01-02,Suburb Mall,Beverages,93.0,232.5,4.5
2026-03-15,Uptown,Ice Cream,81.0,364.5,16.7
2026-01-23,Uptown,Beverages,111.0,277.5,6.6
2026-01-18,Downtown,Snacks,78.0,234.0,7.0
2026-02-15,Uptown,Beverages,123.0,307.5,9.3
2026-03-28,Downtown,Beverages,131.0,327.5,20.1
2026-03-07,Downtown,Produce,60.0,120.0,15.4
2026-02-11,Uptown,Ice Cream,56.0,252.0,7.3
2026-01-12,Suburb Mall,Ice Cream,37.0,166.5,7.5
2026-03-07,Downtown,Beverages,122.0,305.0,15.4
2026-02-23,Riverside,Snacks,78.0,234.0,15.3
2026-02-11,Riverside,Beverages,102.0,255.0,7.3
2026-02-16,Suburb Mall,Snacks,89.0,267.0,10.6
2026-02-03,Uptown,Snacks,84.0,252.0,12.3
2026-03-24,Suburb Mall,Snacks,115.0,345.0,20.9
2026-01-02,Suburb Mall,Bakery,76.0,266.0,4.5
2026-03-29,Riverside,Bakery,54.0,189.0,23.7
2026-01-06,Downtown,Produce,35.0,70.0,7.0
2026-03-27,Suburb Mall,Produce,43.0,86.0,14.8
2026-01-12,Uptown,Bakery,59.0,206.5,7.5
2026-03-14,Uptown,Snacks,114.0,342.0,14.8
2026-02-11,Uptown,Produce,49.0,98.0,7.3
2026-01-22,Suburb Mall,Snacks,82.0,246.0,8.4
2026-02-17,Downtown,Produce,59.0,118.0,15.5
2026-01-14,Riverside,Beverages,144.0,360.0,7.2
2026-03-09,Riverside,Produce,60.0,120.0,20.7
2026-03-19,Downtown,Bakery,55.0,192.5,15.6
2026-02-19,Riverside,Bakery,,241.5,10.1
2026-03-30,Riverside,Bakery,85.0,297.5,22.6
2026-02-06,Suburb Mall,Produce,52.0,104.0,12.5
2026-02-25,Suburb Mall,Ice Cream,60.0,270.0,17.2
2026-03-22,Downtown,Produce,79.0,158.0,19.5
2026-02-14,Downtown,Beverages,104.0,260.0,15.9
2026-02-16,Riverside,Produce,65.0,130.0,10.6
2026-03-19,Riverside,Beverages,123.0,307.5,15.6
2026-03-21,Suburb Mall,Snacks,110.0,330.0,21.6
2026-02-10,Riverside,Ice Cream,58.0,261.0,11.5
2026-01-25,Uptown,Produce,51.0,102.0,7.0
2026-01-14,Suburb Mall,Produce,68.0,136.0,7.2
2026-01-11,Uptown,Snacks,86.0,258.0,8.4
2026-02-23,Downtown,Produce,65.0,130.0,15.3
2026-01-27,Suburb Mall,Ice Cream,,256.5,11.1
2026-02-16,Riverside,Beverages,91.0,227.5,10.6
2026-02-12,Suburb Mall,Produce,60.0,120.0,10.5
2026-02-24,Suburb Mall,Produce,81.0,162.0,13.3
2026-01-22,Downtown,Produce,63.0,126.0,8.4
2026-02-10,Suburb Mall,Snacks,96.0,288.0,11.5
2026-03-08,Suburb Mall,Beverages,139.0,,19.9
2026-02-17,Uptown,Bakery,94.0,329.0,15.5
2026-01-16,Suburb Mall,Produce,57.0,114.0,7.6
2026-03-31,Riverside,Ice Cream,50.0,225.0,18.6
2026-02-15,Suburb Mall,Produce,76.0,152.0,9.3
2026-01-09,Downtown,Snacks,77.0,,5.6
2026-01-27,Downtown,Produce,58.0,116.0,11.1
2026-01-26,Riverside,Ice Cream,33.0,148.5,3.8
2026-01-25,Downtown,Bakery,69.0,241.5,7.0
2026-02-21,Downtown,Beverages,123.0,307.5,14.9
2026-03-02,Uptown,Ice Cream,51.0,229.5,16.7
2026-03-06,Downtown,Bakery,57.0,199.5,18.5
2026-02-16,Suburb Mall,Ice Cream,41.0,184.5,10.6
2026-01-24,Suburb Mall,Snacks,100.0,300.0,9.4
2026-03-09,Downtown,Snacks,92.0,276.0,20.7
2026-03-17,Riverside,Ice Cream,52.0,234.0,17.4
2026-03-27,Riverside,Bakery,72.0,252.0,14.8
2026-02-16,Uptown,Beverages,130.0,325.0,10.6
2026-01-23,Suburb Mall,Beverages,155.0,387.5,6.6
2026-01-02,Downtown,Snacks,70.0,210.0,4.5
2026-03-25,Riverside,Beverages,132.0,330.0,22.3
2026-03-23,Suburb Mall,Bakery,81.0,283.5,20.0
2026-01-09,Uptown,Snacks,97.0,291.0,5.6
2026-01-06,Suburb Mall,Beverages,107.0,267.5,7.0
2026-02-14,Uptown,Ice Cream,40.0,180.0,15.9
2026-02-21,Suburb Mall,Snacks,89.0,267.0,14.9
2026-03-12,Downtown,Produce,72.0,144.0,20.3
2026-03-07,Suburb Mall,Ice Cream,48.0,216.0,15.4
2026-01-29,Uptown,Snacks,84.0,252.0,12.2
2026-02-18,Suburb Mall,Snacks,98.0,294.0,16.1
2026-02-13,Downtown,Bakery,81.0,283.5,16.0
2026-03-19,Suburb Mall,Ice Cream,51.0,229.5,15.6
2026-01-30,Suburb Mall,Bakery,72.0,252.0,14.3
2026-01-30,Downtown,Produce,91.0,182.0,14.3
2026-02-03,Downtown,Bakery,56.0,196.0,12.3
2026-01-16,Downtown,Beverages,126.0,315.0,7.6
2026-01-05,Suburb Mall,Produce,54.0,108.0,3.2
2026-03-11,Suburb Mall,Bakery,58.0,203.0,16.6
2026-01-28,Suburb Mall,Ice Cream,32.0,144.0,6.5
2026-03-27,Suburb Mall,Snacks,,,14.8
2026-01-28,Uptown,Snacks,98.0,294.0,6.5
2026-01-22,Riverside,Beverages,107.0,267.5,8.4
2026-01-07,Uptown,Bakery,85.0,297.5,3.0
2026-03-14,Riverside,Snacks,87.0,261.0,14.8
2026-01-08,Riverside,Ice Cream,4.0,18.0,2.2
2026-01-13,Riverside,Snacks,88.0,264.0,13.4
2026-03-10,Uptown,Snacks,96.0,288.0,15.7
2026-03-02,Downtown,Ice Cream,49.0,220.5,16.7
2026-01-06,Riverside,Snacks,,222.0,7.0
2026-03-25,Uptown,Produce,44.0,88.0,22.3
2026-03-04,Downtown,Beverages,113.0,282.5,14.8
2026-02-26,Downtown,Snacks,77.0,231.0,9.3
2026-01-19,Uptown,Bakery,94.0,329.0,14.6
2026-01-07,Suburb Mall,Beverages,97.0,242.5,3.0
2026-02-20,Downtown,Bakery,64.0,224.0,11.5
2026-02-14,Uptown,Bakery,46.0,161.0,15.9
2026-02-11,Uptown,Snacks,96.0,288.0,7.3
2026-01-19,Uptown,Produce,73.0,146.0,14.6
2026-01-31,Riverside,Ice Cream,,27.0,4.9
2026-01-08,Riverside,Produce,70.0,140.0,2.2
2026-03-10,Uptown,Beverages,120.0,300.0,15.7
2026-02-27,Downtown,Snacks,109.0,327.0,16.2
2026-02-22,Suburb Mall,Produce,,146.0,15.8
2026-01-16,Uptown,Beverages,125.0,312.5,7.6
2026-02-11,Suburb Mall,Snacks,88.0,264.0,7.3
2026-03-05,Downtown,Bakery,71.0,248.5,17.0
2026-02-28,Suburb Mall,Bakery,64.0,224.0,12.2
2026-01-21,Suburb Mall,Produce,66.0,132.0,14.5
2026-01-19,Downtown,Produce,55.0,110.0,14.6
2026-03-04,Uptown,Bakery,82.0,287.0,14.8
2026-01-30,Downtown,Snacks,91.0,273.0,14.3
2026-02-09,Riverside,Snacks,,243.0,14.7
2026-01-13,Uptown,Snacks,100.0,300.0,13.4
2026-02-14,Suburb Mall,Snacks,103.0,309.0,15.9
2026-02-18,Downtown,Bakery,97.0,339.5,16.1
2026-01-16,Riverside,Bakery,76.0,266.0,7.6
2026-03-18,Suburb Mall,Beverages,135.0,337.5,19.5
2026-03-03,Riverside,Produce,73.0,146.0,14.7
2026-02-15,Riverside,Snacks,95.0,285.0,9.3
2026-02-06,Uptown,Beverages,151.0,377.5,12.5
2026-03-01,Downtown,Produce,57.0,114.0,19.7
2026-03-23,Uptown,Snacks,93.0,279.0,20.0
2026-03-24,Uptown,Beverages,129.0,322.5,20.9
2026-02-19,Suburb Mall,Bakery,87.0,304.5,10.1
2026-02-15,Uptown,Bakery,68.0,238.0,9.3
2026-02-22,Uptown,Produce,87.0,174.0,15.8
2026-01-08,Downtown,Snacks,89.0,267.0,2.2
2026-03-06,Uptown,Snacks,72.0,216.0,18.5
2026-01-16,Suburb Mall,Ice Cream,24.0,108.0,7.6
2026-02-25,Uptown,Produce,92.0,184.0,17.2
2026-02-20,Riverside,Snacks,104.0,312.0,11.5
2026-02-26,Suburb Mall,Snacks,93.0,279.0,9.3
2026-01-06,Riverside,Ice Cream,44.0,198.0,7.0
2026-02-19,Uptown,Ice Cream,22.0,99.0,10.1
2026-03-16,Uptown,Produce,72.0,144.0,16.7
2026-03-24,Downtown,Produce,75.0,150.0,20.9
2026-03-15,Downtown,Produce,49.0,98.0,16.7
2026-01-15,Downtown,Ice Cream,38.0,171.0,8.4
2026-02-28,Riverside,Beverages,147.0,367.5,12.2
2026-02-09,Riverside,Produce,61.0,122.0,14.7
2026-01-28,Uptown,Beverages,115.0,287.5,6.5
2026-03-11,Downtown,Bakery,,364.0,16.6
2026-03-19,Uptown,Ice Cream,69.0,310.5,15.6
2026-01-23,Riverside,Ice Cream,26.0,117.0,6.6
2026-02-22,Downtown,Snacks,101.0,303.0,15.8
2026-03-29,Suburb Mall,Snacks,98.0,294.0,23.7
2026-01-06,Uptown,Beverages,118.0,295.0,7.0
2026-01-03,Suburb Mall,Produce,44.0,88.0,5.0
2026-01-17,Riverside,Produce,75.0,150.0,5.2
2026-01-17,Uptown,Bakery,70.0,245.0,5.2
2026-02-16,Suburb Mall,Produce,78.0,156.0,10.6
2026-02-02,Suburb Mall,Beverages,128.0,320.0,9.3
2026-02-23,Uptown,Snacks,105.0,315.0,15.3
2026-02-02,Downtown,Produce,80.0,160.0,9.3
2026-03-03,Suburb Mall,Beverages,118.0,295.0,14.7
2026-03-16,Suburb Mall,Snacks,78.0,234.0,16.7
2026-03-03,Downtown,Ice Cream,44.0,198.0,14.7
2026-03-12,Riverside,Produce,76.0,152.0,20.3
2026-01-18,Riverside,Ice Cream,31.0,139.5,7.0
2026-01-12,Downtown,Snacks,80.0,240.0,7.5
2026-01-06,Suburb Mall,Bakery,75.0,262.5,7.0
2026-03-17,Downtown,Ice Cream,53.0,238.5,17.4
2026-02-12,Riverside,Beverages,134.0,335.0,10.5
2026-02-01,Suburb Mall,Snacks,59.0,177.0,13.5
2026-02-26,Uptown,Snacks,70.0,210.0,9.3
2026-02-20,Uptown,Snacks,104.0,312.0,11.5
2026-01-01,Downtown,Produce,55.0,110.0,6.5
2026-01-09,Riverside,Beverages,150.0,375.0,5.6
2026-02-02,Downtown,Beverages,115.0,287.5,9.3
2026-02-28,Suburb Mall,Produce,67.0,134.0,12.2
2026-03-12,Uptown,Snacks,100.0,300.0,20.3
2026-03-09,Riverside,Beverages,143.0,357.5,20.7
2026-02-23,Riverside,Ice Cream,59.0,265.5,15.3
2026-01-03,Uptown,Beverages,121.0,302.5,5.0
2026-03-08,Downtown,Snacks,95.0,285.0,19.9
2026-02-18,Suburb Mall,Beverages,143.0,357.5,16.1
2026-01-18,Uptown,Produce,58.0,116.0,7.0
2026-03-09,Riverside,Ice Cream,78.0,351.0,20.7
2026-01-13,Riverside,Ice Cream,35.0,157.5,13.4
2026-01-01,Uptown,Bakery,74.0,259.0,6.5
2026-03-17,Suburb Mall,Produce,51.0,102.0,17.4
2026-02-28,Suburb Mall,Beverages,111.0,277.5,12.2
2026-01-19,Downtown,Bakery,46.0,161.0,14.6
2026-01-11,Suburb Mall,Bakery,77.0,269.5,8.4
2026-01-13,Uptown,Beverages,127.0,317.5,13.4
2026-02-05,Suburb Mall,Bakery,59.0,206.5,12.3
2026-02-26,Uptown,Ice Cream,26.0,117.0,9.3
2026-02-12,Uptown,Produce,73.0,146.0,10.5
2026-01-15,Downtown,Snacks,,297.0,8.4
2026-01-13,Downtown,Produce,53.0,106.0,13.4
2026-02-03,Uptown,Beverages,118.0,295.0,12.3
2026-02-19,Uptown,Bakery,72.0,252.0,10.1
2026-03-15,Suburb Mall,Ice Cream,57.0,256.5,16.7
2026-02-13,Suburb Mall,Ice Cream,45.0,202.5,16.0
2026-01-11,Riverside,Snacks,97.0,291.0,8.4
2026-03-08,Riverside,Beverages,113.0,282.5,19.9
2026-01-16,Downtown,Snacks,85.0,255.0,7.6
2026-01-26,Riverside,Snacks,82.0,246.0,3.8
2026-02-13,Uptown,Ice Cream,60.0,270.0,16.0
2026-03-19,Uptown,Beverages,114.0,285.0,15.6
2026-03-05,Downtown,Ice Cream,49.0,220.5,17.0
2026-03-20,Downtown,Bakery,76.0,266.0,24.2
2026-01-15,Suburb Mall,Produce,74.0,148.0,8.4
2026-02-06,Uptown,Produce,60.0,120.0,12.5
2026-01-12,Downtown,Produce,34.0,68.0,7.5
2026-01-08,Uptown,Snacks,89.0,267.0,2.2
2026-01-27,Suburb Mall,Bakery,65.0,227.5,11.1
2026-01-24,Suburb Mall,Ice Cream,61.0,274.5,9.4
2026-03-16,Suburb Mall,Produce,68.0,136.0,16.7
2026-03-06,Downtown,Produce,61.0,,18.5
2026-02-18,Uptown,Beverages,143.0,357.5,16.1
2026-01-31,Suburb Mall,Snacks,86.0,258.0,4.9
2026-01-14,Suburb Mall,Beverages,,277.5,7.2
2026-03-11,Downtown,Snacks,113.0,339.0,16.6
2026-03-10,Riverside,Beverages,131.0,327.5,15.7
2026-03-01,Riverside,Beverages,128.0,320.0,19.7
2026-01-16,Riverside,Ice Cream,40.0,180.0,7.6
2026-01-03,Riverside,Beverages,124.0,310.0,5.0
2026-03-27,Riverside,Snacks,82.0,246.0,14.8
2026-01-15,Uptown,Beverages,109.0,272.5,8.4
2026-03-05,Uptown,Bakery,70.0,245.0,17.0
2026-03-08,Downtown,Bakery,80.0,280.0,19.9
2026-03-29,Uptown,Produce,68.0,136.0,23.7
2026-02-21,Riverside,Bakery,77.0,269.5,14.9
2026-03-26,Riverside,Snacks,86.0,258.0,18.3
2026-02-11,Downtown,Ice Cream,24.0,108.0,7.3
2026-02-14,Suburb Mall,Bakery,71.0,248.5,15.9
2026-02-19,Downtown,Bakery,77.0,269.5,10.1
2026-02-21,Suburb Mall,Produce,62.0,124.0,14.9
2026-02-19,Uptown,Snacks,75.0,225.0,10.1
2026-03-16,Uptown,Snacks,84.0,252.0,16.7
2026-01-21,Downtown,Ice Cream,65.0,292.5,14.5
2026-01-23,Downtown,Snacks,86.0,258.0,6.6
2026-02-27,Downtown,Beverages,125.0,312.5,16.2
2026-02-09,Uptown,Snacks,111.0,333.0,14.7
2026-03-14,Riverside,Bakery,95.0,332.5,14.8
2026-01-09,Suburb Mall,Produce,47.0,94.0,5.6
2026-02-24,Riverside,Snacks,78.0,234.0,13.3
2026-02-08,Suburb Mall,Ice Cream,47.0,211.5,11.4
2026-03-02,Riverside,Snacks,80.0,240.0,16.7
2026-03-13,Riverside,Beverages,117.0,292.5,24.5
2026-01-03,Uptown,Snacks,66.0,198.0,5.0
2026-03-03,Downtown,Beverages,130.0,325.0,14.7
2026-03-23,Uptown,Produce,63.0,126.0,20.0
2026-01-23,Suburb Mall,Ice Cream,28.0,126.0,6.6
2026-01-29,Riverside,Bakery,81.0,283.5,12.2
2026-01-21,Suburb Mall,Ice Cream,33.0,148.5,14.5
2026-02-24,Suburb Mall,Bakery,55.0,,13.3
2026-01-23,Downtown,Beverages,120.0,300.0,6.6
2026-01-11,Suburb Mall,Beverages,119.0,297.5,8.4
2026-03-28,Riverside,Ice Cream,58.0,261.0,20.1
2026-03-07,Downtown,Ice Cream,50.0,225.0,15.4
2026-01-14,Suburb Mall,Bakery,61.0,213.5,7.2
2026-02-06,Suburb Mall,Beverages,128.0,320.0,12.5
2026-02-04,Suburb Mall,Beverages,122.0,305.0,10.6
2026-03-18,Riverside,Snacks,98.0,294.0,19.5
2026-01-01,Suburb Mall,Ice Cream,18.0,81.0,6.5
2026-01-02,Uptown,Beverages,121.0,302.5,4.5
2026-02-13,Riverside,Bakery,75.0,262.5,16.0
2026-01-19,Riverside,Beverages,115.0,287.5,14.6
2026-02-06,Downtown,Ice Cream,55.0,247.5,12.5
2026-03-03,Suburb Mall,Produce,74.0,148.0,14.7
2026-02-23,Suburb Mall,Beverages,126.0,315.0,15.3
2026-01-19,Suburb Mall,Produce,60.0,120.0,14.6
2026-03-08,Uptown,Bakery,77.0,269.5,19.9
